order_id,Priority,Cust_id,Segment,City,Category,Subcategory,Container,Profit,Quantity,Sales,Mode,order_Dte,Mnth,Year
89705,Critical,1639,HomeOffice,Varanasi,Office Supplies,Paper,Small Box,143,4,215,Regular Air,25/02/2013,2,2013
89219,Medium,2454,Corporate,Shanghai,Technology,Copiers and Fax,Large Box,-66,1,3472,Express Air,01/03/2013,3,2013
54369,Not Specified,2878,Consumer,Seattle,Technology,Peripherals,Small Pack,80,47,413,Express Air,02/03/2013,3,2013
88267,Low,2358,Corporate,Houston,Technology,Telephones,Small Box,142,2,391,Regular Air,04/03/2013,3,2013
90621,Low,1718,Consumer,Victoria,Furniture,Chairs,Jumbo Drum,-47,3,943,Delivery Truck,08/03/2013,3,2013
89805,Medium,3194,Consumer,El Paso,Office Supplies,Paper,Small Box,30,9,43,Regular Air,11/03/2013,3,2013
91235,High,1484,HomeOffice,Sao Paulo,Technology,Peripherals,Small Box,-123,3,298,Regular Air,11/03/2013,3,2013
91144,Critical,605,Corporate,Hobart,Furniture,Tables,Large Box,-1704,10,1480,Express Air,14/03/2013,3,2013
90917,Not Specified,375,SmallBusiness,Belfast,Furniture,Bookcases,Jumbo Box,-217,11,2286,Delivery Truck,14/03/2013,3,2013
90359,Medium,724,Consumer,Adelaide,Technology,Telephones,Small Box,-95,1,121,Regular Air,15/03/2013,3,2013
87631,High,2884,Consumer,Stockholm,Technology,Telephones,Medium Box,-12,10,284,Regular Air,19/03/2013,3,2013
11077,Low,640,Consumer,Seattle,Furniture,Bookcases,Jumbo Box,-222,30,4791,Delivery Truck,20/03/2013,3,2013
88824,Not Specified,3258,Consumer,Madison,Technology,Peripherals,Small Box,388,11,636,Regular Air,21/03/2013,3,2013
90514,Medium,1369,Consumer,Sao Paulo,Office Supplies,Envelopes,Small Box,19,11,106,Express Air,24/03/2013,3,2013
90557,Low,2308,SmallBusiness,Hong Kong,Office Supplies,Storage,Small Box,-337,8,1582,Regular Air,24/03/2013,3,2013
90146,Not Specified,2287,Corporate,Beijing,Office Supplies,Paper,Small Box,53,6,75,Regular Air,25/03/2013,3,2013
32869,Medium,698,Corporate,Munich,Technology,Telephones,Small Box,899,39,6519,Regular Air,27/03/2013,3,2013
90238,High,234,SmallBusiness,Manchester,Technology,Peripherals,Small Pack,-12,2,32,Regular Air,27/03/2013,3,2013
90600,Medium,1625,HomeOffice,Tijuana,Technology,Office Machines,Jumbo Drum,1618,12,2487,Delivery Truck,27/03/2013,3,2013
87451,High,2530,SmallBusiness,Lyon,Technology,Peripherals,Small Box,-86,7,291,Regular Air,30/03/2013,3,2013
87602,Medium,1315,HomeOffice,Rio de Janeiro,Office Supplies,Accessories,Small Box,-92,9,47,Regular Air,30/03/2013,3,2013
86508,Critical,3224,SmallBusiness,Cheyenne,Furniture,Chairs,Jumbo Drum,-72,2,121,Delivery Truck,01/04/2013,4,2013
88656,Low,2551,SmallBusiness,Bordeaux,Technology,Telephones,Small Pack,257,12,456,Regular Air,04/04/2013,4,2013
90646,Not Specified,2960,Corporate,Marseille,Office Supplies,Pens,Wrap Bag,-87,11,382,Regular Air,05/04/2013,4,2013
90766,High,3279,HomeOffice,Providence,Technology,Telephones,Small Box,8,11,1448,Regular Air,06/04/2013,4,2013
89848,Low,696,Corporate,Perth,Technology,Peripherals,Small Box,-561,9,346,Regular Air,07/04/2013,4,2013
91017,Not Specified,2539,HomeOffice,Paris,Office Supplies,Labels,Small Box,43,5,61,Regular Air,07/04/2013,4,2013
86837,Critical,15,SmallBusiness,London,Office Supplies,Envelopes,Small Box,-58,7,33,Regular Air,08/04/2013,4,2013
90977,Not Specified,1103,HomeOffice,Buenos Aires,Office Supplies,Appliances,Jumbo Drum,746,7,2303,Delivery Truck,10/04/2013,4,2013
88278,High,2862,Corporate,Santiago,Furniture,Furnishings,Small Pack,74,9,116,Regular Air,11/04/2013,4,2013
89017,Critical,2738,SmallBusiness,Milan,Technology,Peripherals,Small Pack,159,7,246,Regular Air,13/04/2013,4,2013
86958,Medium,1827,Corporate,Cape Town,Technology,Telephones,Wrap Bag,255,5,440,Regular Air,18/04/2013,4,2013
86958,Medium,1826,Corporate,Cape Town,Office Supplies,Storage,Small Box,-500,7,352,Express Air,18/04/2013,4,2013
89522,Low,152,HomeOffice,Nottingham,Furniture,Furnishings,Medium Box,-39,8,665,Regular Air,19/04/2013,4,2013
89939,Low,1777,Consumer,Tijuana,Office Supplies,Paper,Wrap Bag,26,7,37,Regular Air,22/04/2013,4,2013
88889,Medium,678,Corporate,Yaroslavl,Office Supplies,Storage,Small Box,-106,5,78,Express Air,22/04/2013,4,2013
89981,Low,1253,HomeOffice,Sao Paulo,Furniture,Tables,Jumbo Box,-3348,12,2423,Delivery Truck,23/04/2013,4,2013
87396,High,2912,HomeOffice,Paris,Office Supplies,Paper,Small Box,428,12,660,Regular Air,28/04/2013,4,2013
90239,Low,234,SmallBusiness,Manchester,Office Supplies,Pens,Wrap Bag,-21,8,26,Express Air,29/04/2013,4,2013
87954,Critical,638,Consumer,Perth,Technology,Telephones,Small Box,278,9,589,Express Air,30/04/2013,4,2013
88588,Medium,3356,Corporate,Santa Fe,Technology,Telephones,Small Box,585,15,1003,Express Air,04/05/2013,5,2013
86655,Low,2380,SmallBusiness,Santa Fe,Office Supplies,Appliances,Jumbo Drum,-1034,17,1136,Delivery Truck,05/05/2013,5,2013
90109,Low,2273,Corporate,Toronto,Office Supplies,Appliances,Small Box,1343,17,2084,Regular Air,05/05/2013,5,2013
91042,High,1650,Corporate,Ahmednagar,Office Supplies,Labels,Small Box,14,7,84,Regular Air,09/05/2013,5,2013
87899,Low,2820,HomeOffice,Riyadh,Technology,Peripherals,Small Pack,-80,18,113,Regular Air,10/05/2013,5,2013
87824,High,1609,Consumer,Cancun,Office Supplies,Accessories,Small Box,-12,7,15,Regular Air,11/05/2013,5,2013
89647,Low,353,HomeOffice,Birmingham,Office Supplies,Paper,Small Box,-136,16,105,Regular Air,14/05/2013,5,2013
8353,Medium,491,Consumer,Liverpool,Office Supplies,Pens,Wrap Bag,-2,23,66,Regular Air,15/05/2013,5,2013
88633,Critical,1023,SmallBusiness,Moscow,Office Supplies,Accessories,Small Box,427,16,646,Regular Air,15/05/2013,5,2013
91063,Medium,488,Corporate,Hobart,Office Supplies,Paper,Small Box,-8,2,24,Regular Air,18/05/2013,5,2013
87135,Not Specified,922,SmallBusiness,Voronezh,Technology,Telephones,Small Box,384,14,965,Express Air,20/05/2013,5,2013
90578,Not Specified,871,HomeOffice,Voronezh,Office Supplies,Paper,Small Box,-32,18,123,Regular Air,20/05/2013,5,2013
86535,Medium,1257,HomeOffice,Recife,Technology,Office Machines,Jumbo Drum,-159,5,606,Delivery Truck,22/05/2013,5,2013
90524,Not Specified,1814,HomeOffice,Pretoria,Technology,Peripherals,Small Box,-953,17,1265,Express Air,23/05/2013,5,2013
86221,High,3096,Consumer,San Diego,Office Supplies,Appliances,Small Box,-16,3,119,Express Air,24/05/2013,5,2013
86610,Critical,2266,Corporate,Toronto,Office Supplies,Envelopes,Small Box,165,16,262,Regular Air,26/05/2013,5,2013
86012,Critical,451,HomeOffice,Melbourne,Office Supplies,Accessories,Small Box,290,12,458,Regular Air,27/05/2013,5,2013
86839,Medium,15,SmallBusiness,Manchester,Office Supplies,Envelopes,Small Box,253,10,376,Regular Air,28/05/2013,5,2013
86868,Not Specified,797,Corporate,Yaroslavl,Office Supplies,Pens,Wrap Bag,-3,2,18,Regular Air,01/06/2013,6,2013
91087,Critical,142,SmallBusiness,Manchester,Office Supplies,Paper,Small Box,89,13,304,Regular Air,02/06/2013,6,2013
85866,Not Specified,1737,Corporate,Beijing,Office Supplies,Pens,Wrap Bag,-15,11,19,Express Air,03/06/2013,6,2013
90360,Low,737,Consumer,Perth,Office Supplies,Paper,Small Box,408,12,596,Regular Air,07/06/2013,6,2013
88212,Critical,1374,HomeOffice,Rio de Janeiro,Office Supplies,Appliances,Small Box,-21,1,44,Regular Air,07/06/2013,6,2013
89095,Not Specified,2433,Consumer,Riyadh,Office Supplies,Accessories,Small Box,-7,5,44,Regular Air,10/06/2013,6,2013
91116,Low,1469,SmallBusiness,Rio de Janeiro,Furniture,Tables,Jumbo Box,-1271,18,561,Delivery Truck,12/06/2013,6,2013
88974,High,2771,Corporate,Charleston,Office Supplies,Appliances,Small Box,-185,3,524,Regular Air,13/06/2013,6,2013
89201,Not Specified,33,Corporate,Belfast,Office Supplies,Accessories,Small Box,-82,13,56,Regular Air,15/06/2013,6,2013
90735,Low,646,Corporate,Perth,Furniture,Furnishings,Small Box,253,16,848,Regular Air,17/06/2013,6,2013
89761,Low,286,SmallBusiness,Edinburgh,Office Supplies,Accessories,Small Box,-60,9,39,Regular Air,17/06/2013,6,2013
86491,Not Specified,3167,Corporate,Boise,Office Supplies,Paper,Small Box,-189,15,79,Regular Air,19/06/2013,6,2013
90695,Low,437,SmallBusiness,Melbourne,Technology,Telephones,Small Box,413,9,1137,Regular Air,22/06/2013,6,2013
90314,Low,2216,Corporate,Cape Town,Technology,Peripherals,Small Box,-207,3,797,Regular Air,23/06/2013,6,2013
91053,Not Specified,721,Corporate,Sydney,Office Supplies,Pens,Wrap Bag,7,15,43,Express Air,24/06/2013,6,2013
86410,Medium,1109,Consumer,Yaounde,Furniture,Furnishings,Large Box,-164,13,106,Regular Air,29/06/2013,6,2013
36647,High,699,Consumer,Standerton,Office Supplies,Storage,Small Box,-116,27,249,Regular Air,30/06/2013,6,2013
40224,Low,2882,Consumer,Stockholm,Furniture,Furnishings,Small Box,262,21,1346,Express Air,30/06/2013,6,2013
87963,Critical,2256,Corporate,Vancouver,Office Supplies,Appliances,Small Box,-41,6,359,Express Air,02/07/2013,7,2013
89940,Low,1777,Consumer,Merida,Office Supplies,Paper,Wrap Bag,88,13,135,Regular Air,03/07/2013,7,2013
87696,High,2302,Corporate,Beijing,Furniture,Tables,Jumbo Box,-458,2,278,Delivery Truck,03/07/2013,7,2013
85964,Medium,211,Consumer,Glasgow,Office Supplies,Paper,Wrap Bag,7,2,21,Regular Air,06/07/2013,7,2013
86960,Low,1829,Corporate,Rio de Janeiro,Office Supplies,Storage,Small Box,-13,1,16,Regular Air,06/07/2013,7,2013
87795,Low,3303,HomeOffice,Glendale,Office Supplies,Storage,Small Box,66,6,206,Regular Air,07/07/2013,7,2013
88702,Low,2715,Corporate,Odessa,Technology,Peripherals,Small Pack,-72,1,31,Regular Air,12/07/2013,7,2013
86520,High,120,Corporate,Belfast,Office Supplies,Labels,Small Box,40,10,63,Regular Air,12/07/2013,7,2013
23877,Not Specified,2491,HomeOffice,Los Angeles,Technology,Telephones,Small Box,106,37,2396,Regular Air,12/07/2013,7,2013
89129,Not Specified,3036,HomeOffice,Shanghai,Office Supplies,Paper,Small Box,160,7,249,Regular Air,16/07/2013,7,2013
90027,Not Specified,526,HomeOffice,Melbourne,Office Supplies,Accessories,Small Box,-15,13,26,Regular Air,17/07/2013,7,2013
88781,Medium,1708,SmallBusiness,Toronto,Office Supplies,Envelopes,Small Box,37,10,57,Regular Air,17/07/2013,7,2013
86145,Medium,1405,HomeOffice,Sao Paulo,Technology,Peripherals,Small Box,-20,12,374,Regular Air,21/07/2013,7,2013
87435,Not Specified,3229,SmallBusiness,Cheyenne,Office Supplies,Accessories,Small Box,253,15,391,Regular Air,21/07/2013,7,2013
88030,Low,2209,HomeOffice,Mossel Bay,Office Supplies,Paper,Wrap Bag,-95,12,83,Regular Air,22/07/2013,7,2013
90462,Low,3311,SmallBusiness,Jackson,Office Supplies,Paper,Wrap Bag,38,9,58,Regular Air,26/07/2013,7,2013
87556,Low,2795,Corporate,Dallas,Office Supplies,Pens,Small Pack,-68,8,29,Regular Air,26/07/2013,7,2013
9606,Not Specified,898,SmallBusiness,Melbourne,Office Supplies,Paper,Wrap Bag,36,44,224,Express Air,27/07/2013,7,2013
90909,High,550,Corporate,Perth,Office Supplies,Pens,Wrap Bag,-32,11,19,Regular Air,30/07/2013,7,2013
87162,Low,2781,Consumer,Nantes,Office Supplies,Paper,Small Box,-42,3,21,Regular Air,31/07/2013,7,2013
90059,Critical,510,Corporate,Perth,Office Supplies,Accessories,Small Box,-28,14,91,Regular Air,01/08/2013,8,2013
89941,Not Specified,1776,Consumer,Tijuana,Office Supplies,Paper,Small Box,-52,19,106,Regular Air,04/08/2013,8,2013
87258,Medium,980,Corporate,Kaliningrad,Office Supplies,Storage,Small Box,91,12,478,Regular Air,05/08/2013,8,2013
87995,Low,1607,HomeOffice,Cancun,Office Supplies,Scissors,Small Pack,-32,21,113,Express Air,06/08/2013,8,2013
88015,Not Specified,2619,Corporate,Riyadh,Office Supplies,Pens,Small Pack,-20,4,118,Regular Air,10/08/2013,8,2013
90531,Not Specified,1633,HomeOffice,Gurgaon,Technology,Peripherals,Small Pack,-74,6,37,Regular Air,10/08/2013,8,2013
86053,Critical,2204,Consumer,Tumkur,Furniture,Tables,Jumbo Box,-85,20,6001,Delivery Truck,10/08/2013,8,2013
91025,Medium,1743,Consumer,Hong Kong,Technology,Telephones,Small Pack,-117,1,59,Regular Air,12/08/2013,8,2013
87057,High,306,SmallBusiness,Cardiff,Technology,Peripherals,Small Pack,15,8,70,Regular Air,14/08/2013,8,2013
41636,Critical,2190,HomeOffice,Varanasi,Office Supplies,Pens,Small Pack,-46,45,766,Regular Air,14/08/2013,8,2013
89601,Critical,2260,Corporate,Toronto,Technology,Telephones,Small Pack,44,9,197,Regular Air,15/08/2013,8,2013
90860,High,2427,Corporate,Riyadh,Office Supplies,Paper,Small Box,382,21,881,Regular Air,17/08/2013,8,2013
87570,High,2141,HomeOffice,Cancun,Office Supplies,Pens,Small Pack,12,7,158,Express Air,18/08/2013,8,2013
89059,High,875,SmallBusiness,Ryazan,Office Supplies,Appliances,Small Box,-72,18,80,Regular Air,21/08/2013,8,2013
90271,Not Specified,829,Corporate,Yaroslavl,Office Supplies,Paper,Wrap Bag,-17,5,27,Regular Air,22/08/2013,8,2013
87678,Critical,2697,Corporate,Stockholm,Technology,Office Machines,Jumbo Box,-1157,21,2633,Delivery Truck,23/08/2013,8,2013
86556,High,573,Corporate,Perth,Office Supplies,Storage,Small Box,-260,1,404,Regular Air,26/08/2013,8,2013
47813,High,1044,HomeOffice,Rome,Office Supplies,Paper,Small Box,-74,90,635,Regular Air,27/08/2013,8,2013
88546,Medium,3151,HomeOffice,San Francisco,Office Supplies,Scissors,Small Pack,46,7,122,Regular Air,28/08/2013,8,2013
86566,Critical,946,HomeOffice,Moscow,Furniture,Furnishings,Medium Box,-1517,20,1747,Express Air,01/09/2013,9,2013
89776,High,1764,Consumer,Cancun,Furniture,Furnishings,Small Box,28,23,39,Regular Air,01/09/2013,9,2013
86792,Critical,3133,Corporate,Sacramento,Technology,Telephones,Small Box,1328,22,3477,Regular Air,04/09/2013,9,2013
91195,Critical,868,Corporate,St. Petersburg,Furniture,Tables,Jumbo Drum,-2846,12,4027,Delivery Truck,06/09/2013,9,2013
88569,Not Specified,851,Corporate,Kaliningrad,Office Supplies,Accessories,Small Box,-58,21,73,Regular Air,07/09/2013,9,2013
88426,Not Specified,52,Corporate,Manchester,Technology,Telephones,Small Box,157,6,734,Regular Air,10/09/2013,9,2013
86927,Critical,2896,HomeOffice,Dnipropetrovsk,Office Supplies,Paper,Small Box,-81,15,362,Regular Air,12/09/2013,9,2013
90148,Medium,2285,Corporate,Victoria,Office Supplies,Storage,Small Box,-82,21,384,Express Air,13/09/2013,9,2013
38080,Not Specified,1682,Consumer,Chicago,Office Supplies,Paper,Small Box,-54,47,227,Regular Air,14/09/2013,9,2013
87043,Not Specified,3001,Consumer,Riyadh,Office Supplies,Accessories,Small Box,-230,21,116,Regular Air,17/09/2013,9,2013
91386,Low,2647,Corporate,Shanghai,Furniture,Furnishings,Wrap Bag,114,4,167,Regular Air,17/09/2013,9,2013
88667,Critical,771,SmallBusiness,St. Petersburg,Office Supplies,Appliances,Small Box,-8,3,44,Regular Air,19/09/2013,9,2013
86327,Critical,3105,HomeOffice,Cheyenne,Office Supplies,Paper,Small Box,4,13,87,Regular Air,20/09/2013,9,2013
89140,Medium,247,Corporate,Nottingham,Office Supplies,Labels,Small Box,-22,10,28,Regular Air,21/09/2013,9,2013
89041,Critical,1976,Consumer,Cancun,Office Supplies,Paper,Small Box,207,14,569,Regular Air,23/09/2013,9,2013
90881,Critical,1241,SmallBusiness,Cairo,Technology,Office Machines,Jumbo Drum,514,7,1396,Delivery Truck,25/09/2013,9,2013
88837,Critical,3379,Corporate,Montgomery,Office Supplies,Paper,Small Box,-183,12,253,Express Air,26/09/2013,9,2013
89910,Low,800,Consumer,Voronezh,Technology,Peripherals,Small Box,-13,11,568,Regular Air,28/09/2013,9,2013
88882,Medium,568,Consumer,Sydney,Office Supplies,Accessories,Small Box,217,16,1045,Express Air,01/10/2013,10,2013
88921,Critical,197,SmallBusiness,Liverpool,Office Supplies,Storage,Small Box,1128,19,3239,Regular Air,02/10/2013,10,2013
91057,Low,321,Consumer,Glasgow,Technology,Peripherals,Small Pack,10,11,93,Regular Air,04/10/2013,10,2013
87383,Critical,2604,Corporate,Pretoria,Technology,Office Machines,Jumbo Drum,-327,3,932,Delivery Truck,05/10/2013,10,2013
89175,Medium,2196,SmallBusiness,Ahmednagar,Technology,Peripherals,Small Box,1168,14,2393,Regular Air,07/10/2013,10,2013
89818,High,1957,Consumer,Beijing,Technology,Peripherals,Small Box,-59,1,74,Regular Air,07/10/2013,10,2013
87877,High,1250,Corporate,Tel Aviv,Office Supplies,Paper,Small Box,106,8,235,Regular Air,09/10/2013,10,2013
89375,Critical,1233,Consumer,Córdoba,Technology,Peripherals,Small Box,-125,1,158,Express Air,09/10/2013,10,2013
89148,Low,2684,SmallBusiness,Nagoya,Furniture,Furnishings,Medium Box,-19,5,24,Regular Air,10/10/2013,10,2013
47108,Not Specified,1821,Consumer,New York City,Furniture,Furnishings,Small Pack,145,34,622,Regular Air,15/10/2013,10,2013
89579,Medium,377,Consumer,Glasgow,Office Supplies,Appliances,Medium Box,242,17,452,Regular Air,17/10/2013,10,2013
88857,Low,1962,HomeOffice,Merida,Office Supplies,Paper,Small Box,584,18,894,Regular Air,18/10/2013,10,2013
88075,Medium,56,Consumer,London,Office Supplies,Accessories,Small Box,19,20,75,Regular Air,20/10/2013,10,2013
89602,High,2260,Corporate,Vancouver,Technology,Office Machines,Jumbo Drum,327,4,461,Delivery Truck,21/10/2013,10,2013
87620,High,2932,SmallBusiness,Nantes,Office Supplies,Paper,Small Box,-51,1,37,Regular Air,22/10/2013,10,2013
7623,Critical,3011,Corporate,Stockholm,Office Supplies,Appliances,Large Box,1239,32,9849,Regular Air,28/10/2013,10,2013
86346,Critical,3012,Corporate,Riyadh,Office Supplies,Paper,Small Box,898,14,1394,Regular Air,28/10/2013,10,2013
86164,Critical,2353,Corporate,Hartford,Technology,Telephones,Wrap Bag,-76,2,44,Regular Air,29/10/2013,10,2013
38852,Not Specified,1193,SmallBusiness,Singapore,Office Supplies,Accessories,Small Box,37,85,520,Regular Air,01/11/2013,11,2013
89639,Low,408,Corporate,Canberra,Office Supplies,Accessories,Small Box,228,14,401,Regular Air,02/11/2013,11,2013
88298,Low,2578,HomeOffice,Burlington,Office Supplies,Rubber Bands,Wrap Bag,-124,26,97,Regular Air,02/11/2013,11,2013
90820,High,3176,Consumer,Jackson,Technology,Peripherals,Small Box,63,19,207,Regular Air,04/11/2013,11,2013
87813,High,693,SmallBusiness,Perth,Furniture,Tables,Jumbo Box,5890,36,8775,Delivery Truck,05/11/2013,11,2013
89730,Critical,1261,HomeOffice,Rio de Janeiro,Technology,Peripherals,Small Box,42,5,383,Regular Air,07/11/2013,11,2013
90796,High,1595,Corporate,Tijuana,Furniture,Furnishings,Medium Box,23,9,85,Regular Air,11/11/2013,11,2013
91174,Medium,539,SmallBusiness,Sydney,Office Supplies,Accessories,Small Box,154,7,419,Regular Air,14/11/2013,11,2013
90594,Medium,266,Corporate,Edinburgh,Office Supplies,Paper,Small Box,9,10,63,Regular Air,15/11/2013,11,2013
86860,Not Specified,3113,Corporate,Hartford,Office Supplies,Accessories,Small Box,-20,17,576,Regular Air,17/11/2013,11,2013
86828,High,1433,Corporate,Sao Paulo,Furniture,Chairs,Jumbo Drum,1352,14,4136,Delivery Truck,19/11/2013,11,2013
87980,Medium,700,Consumer,Canberra,Office Supplies,Pens,Wrap Bag,33,22,89,Regular Air,20/11/2013,11,2013
89047,Medium,2976,SmallBusiness,New York,Technology,Telephones,Small Pack,853,41,1542,Regular Air,22/11/2013,11,2013
88282,Low,2858,Corporate,Shanghai,Office Supplies,Accessories,Small Box,14,30,2045,Regular Air,23/11/2013,11,2013
91175,Medium,540,SmallBusiness,Adelaide,Technology,Office Machines,Medium Box,5724,41,8390,Regular Air,23/11/2013,11,2013
86077,Medium,1237,Corporate,Las Plumas,Technology,Telephones,Small Box,13,11,2296,Express Air,25/11/2013,11,2013
87214,Critical,250,Corporate,Liverpool,Office Supplies,Pens,Wrap Bag,1,39,104,Express Air,28/11/2013,11,2013
90922,Critical,663,HomeOffice,Sydney,Furniture,Furnishings,Small Box,10,17,256,Regular Air,29/11/2013,11,2013
85966,Medium,210,HomeOffice,Belfast,Furniture,Furnishings,Small Box,43,3,63,Regular Air,02/12/2013,12,2013
85966,Medium,211,HomeOffice,Manchester,Office Supplies,Scissors,Small Pack,-35,20,42,Regular Air,02/12/2013,12,2013
29889,Not Specified,2548,SmallBusiness,Los Angeles,Office Supplies,Pens,Wrap Bag,23,81,465,Regular Air,04/12/2013,12,2013
45824,Not Specified,1106,Consumer,Singapore,Furniture,Chairs,Large Box,1191,81,11074,Regular Air,06/12/2013,12,2013
86104,High,3045,SmallBusiness,Santiago,Office Supplies,Paper,Small Box,-14,12,82,Regular Air,06/12/2013,12,2013
89408,Low,1384,Consumer,Rio de Janeiro,Office Supplies,Appliances,Small Box,23,21,1541,Regular Air,07/12/2013,12,2013
87917,Medium,2543,SmallBusiness,Houston,Furniture,Furnishings,Small Pack,3,17,267,Regular Air,11/12/2013,12,2013
87885,Medium,2840,Corporate,Riyadh,Office Supplies,Paper,Small Box,-32,1,40,Regular Air,11/12/2013,12,2013
88219,Critical,2046,Corporate,Toronto,Furniture,Tables,Jumbo Box,-421,13,4851,Delivery Truck,12/12/2013,12,2013
85981,High,3339,Consumer,San Francisco,Office Supplies,Labels,Small Box,4,7,19,Regular Air,14/12/2013,12,2013
88004,High,1492,Corporate,Recife,Technology,Office Machines,Jumbo Drum,493,6,729,Delivery Truck,16/12/2013,12,2013
86460,Medium,907,HomeOffice,Lipetsk,Office Supplies,Pens,Wrap Bag,21,12,30,Regular Air,18/12/2013,12,2013
42852,Not Specified,491,Consumer,Liverpool,Office Supplies,Paper,Small Box,-61,24,225,Regular Air,20/12/2013,12,2013
