Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_obvm,volume_cmf,volume_fi,volume_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbh,volatility_bbl,volatility_bbm,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kchi,volatility_kcli,volatility_dch,volatility_dcl,volatility_dchi,volatility_dcli,trend_macd,trend_macd_signal,trend_macd_diff,trend_ema_fast,trend_ema_slow,trend_adx,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_a,trend_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_mfi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,others_dr,others_dlr,others_cr
2008-01-16,6.784739999999999,7.02302,6.54019,6.75339,4.159783999999999,2619742,-2908800.735646659,-2619742,-1049125.7,0.0,174440.02239999996,0.0,-239537.2841952367,935.9115985320349,0.3023031516394772,7.846095109577096,5.860083890422905,6.8530895,0.0,0.0,7.151357,7.580888,6.721826,0.0,0.0,7.844469999999999,6.026,0.0,0.0,-0.04836421458416762,-0.03157695063913955,-0.016787263945028066,7.082331927188489,7.130696141772656,0.0,1.0,1.0,0.0,-0.40705474125758806,25.0,0.0,0.0,0.0,0.0,0.0,6.692247500000001,6.947775,0.0,0.0,0.0,28.812652743787936,50.0,-58.44028744801475,50.0,50.0,50.0,-50.0,0.0,-0.4620663429991345,-0.4631371694180819,-13.90890652905805
2008-01-17,6.89761,7.01675,6.816089999999999,6.960319999999999,4.287244,2476438,777402.2234765936,2476438,-482431.5,0.0,-85197.73688000004,0.0,63775.36225493232,964.5887794862273,0.2995214979509431,7.846095109577096,5.860083890422905,6.8530895,0.0,0.0,7.074020333333334,7.491637333333334,6.656403333333334,0.0,0.0,7.844469999999999,6.026,0.0,0.0,-0.04912414115687991,-0.035345351261594334,-0.013778789895285574,7.060638607082398,7.109762748239278,0.0,1.0,1.0,0.0,-0.392037643797494,25.0,0.0,0.0,0.0,0.0,0.0,6.692247500000001,6.947775,0.0,0.0,0.0,39.498491668752266,50.0,-54.9329624435576,50.0,50.0,50.0,-50.0,0.0,3.06409077515144,3.018084926562281,-11.27099727578791
2008-01-18,6.97285,7.098260000000001,6.6279699999999995,6.7408399999999995,4.152054,4926580,-1478232.7530421955,-4926580,-683238.9,0.0,-28950.81690000014,0.0,-79469.70122944642,964.5887794862273,0.31171924809730445,7.846095109577096,5.860083890422905,6.8530895,0.0,0.0,7.019048000000001,7.4329030000000005,6.605193,0.0,0.0,7.844469999999999,6.026,0.0,0.0,-0.06143409491781604,-0.04086663582153438,-0.02056745909628166,7.005109419909139,7.066543514826955,0.0,1.0,1.0,0.0,-0.3871052721273581,25.0,0.0,0.0,0.0,0.0,0.0,6.692247500000001,6.947775,0.0,0.0,0.0,33.36847597747028,50.0,-52.78702973668254,50.0,50.0,50.0,-50.0,0.0,-3.1533032964001673,-3.2040904062136333,-14.068891843553487
2008-01-21,6.646780000000001,6.665589999999999,6.1451400000000005,6.2831,3.870106,3352058,-4136755.563128574,-3352058,-744890.8,0.0,-592987.3763999994,0.0,-382973.129050119,899.0879119501301,0.33200358751892545,7.846095109577096,5.860083890422905,6.8530895,0.0,0.0,6.955088000000001,7.370196,6.53998,0.0,0.0,7.844469999999999,6.026,0.0,0.0,-0.09637921636792335,-0.052479909090649465,-0.04389930727727388,6.882174268165613,6.978553484533537,0.0,1.0,1.0,0.0,-0.40637225363524465,25.0,0.0,0.0,0.0,0.0,0.0,6.692247500000001,6.947775,0.0,0.0,0.0,24.295059250718236,31.083164209939625,-52.1149398986853,50.0,6.962402220539978,35.654134073513326,-93.03759777946001,0.0,-6.790548358958226,-7.032105698091162,-19.904085298305674
2008-01-22,6.2831,6.45867,5.76891,6.3019099999999995,3.881693,6048642,1724380.7050868825,6048642,231954.4,0.0,-492506.67366000003,-2.313003317246532e-08,-209515.02700503645,899.0879119501301,0.35755761698185934,7.846095109577096,5.860083890422905,6.8530895,0.0,0.0,6.893427666666668,7.337381666666667,6.449473666666667,0.0,0.0,7.844469999999999,6.026,0.0,0.0,-0.12038716470958732,-0.06655664119457641,-0.053830523515010914,6.784970069470267,6.905357234179855,0.0,0.6611001364478748,1.2288830856331825,0.5677829491853077,-0.43505561478242016,25.0,0.0,0.0,0.0,0.0,0.0,6.692247500000001,6.947775,0.0,0.0,0.0,25.258695210778765,38.75998045848458,-51.480320085687616,50.0,25.000117261337973,27.320839827292655,-74.99988273866202,0.0,0.29937451258135184,0.29892727946640996,-19.6642985440699
2008-01-23,6.3019099999999995,6.395969999999999,6.01973,6.026,3.7117449999999996,3025351,374806.3606943013,-3025351,-474815.1,0.0,83996.36970000011,-2.0970105269686303e-08,-114347.71762370116,859.7240768927967,0.3588920729117265,7.846095109577096,5.860083890422905,6.8530895,0.0,0.0,6.820898333333334,7.251059333333333,6.390737333333334,0.0,0.0,7.844469999999999,6.026,0.0,0.0,-0.15382496238826793,-0.08451581112716657,-0.06930915126110136,6.659544281349128,6.813369243737396,0.0,0.7254135590535774,1.201559668500566,0.47614610944698865,-0.4765312798461473,25.0,0.0,0.0,0.0,0.0,0.0,6.692247500000001,6.947775,0.0,0.0,0.0,20.781617151391004,39.46403856713654,-51.47502548614247,50.0,13.57606801499708,15.179529165625013,-86.42393198500292,0.0,-4.378196451551986,-4.476932134441869,-23.18155337454283
2008-01-24,6.026,6.38969,6.026,6.25801,3.8546519999999997,2784968,-2156236.450893269,2784968,-540284.9,0.0,143275.28859999945,-1.6838846641712253e-08,-25230.38270117974,892.8247378751894,0.3592347819894603,7.846095109577096,5.860083890422905,6.8530895,0.0,0.0,6.7237046666666656,7.150102666666666,6.2973066666666675,0.0,0.0,7.844469999999999,6.026,0.0,0.0,-0.163059154295631,-0.10058635626636206,-0.062472798029268944,6.593936276322799,6.75699543061843,0.0,0.787848993187316,1.16932433870586,0.381475345518544,-0.5128392084693496,25.0,0.0,0.0,0.0,0.0,0.0,6.692247500000001,6.947775,0.0,0.0,0.0,32.40620934150347,45.30156551592635,-50.26515435873331,50.0,26.712179137083538,21.7627881378062,-73.28782086291646,0.0,3.8501493528045216,3.7778802491922336,-20.223928448958304
2008-01-25,6.352069999999999,6.6405199999999995,6.27682,6.4210400000000005,3.955072,3530143,37792.0265668839,3530143,-495778.8,0.0,199413.03168000036,-1.016964688755143e-08,199190.63893914034,892.8247378751894,0.3608972975616417,7.846095109577096,5.860083890422905,6.8530895,0.0,0.0,6.624838666666666,7.053118666666665,6.196558666666668,0.0,0.0,7.844469999999999,6.026,0.0,0.0,-0.15785028378355914,-0.11224924163459524,-0.045601042148963905,6.565953342596354,6.7238036263799135,0.0,0.8800816829276196,1.070124145084438,0.19004246215681853,-0.5369052569400629,25.0,0.0,0.0,0.0,0.0,0.0,6.692247500000001,6.947775,0.0,0.0,0.0,39.59318867630836,51.72669933761649,-48.50149781577714,50.0,35.6160567995631,25.301434650547908,-64.3839432004369,0.0,2.6051412509727756,2.5717855151734748,-18.145649100576566
2008-01-28,6.4210400000000005,6.433590000000001,6.24547,6.395969999999999,3.93963,1753226,321521.9472134757,-1753226,-379844.0,0.0,-142339.12631999963,-9.222418789647184e-09,85120.00017173117,889.3388358751189,0.3485560620215245,7.846095109577096,5.860083890422905,6.8530895,0.0,0.0,6.520957,6.9486099999999995,6.093304000000002,0.0,0.0,7.844469999999999,6.026,0.0,0.0,-0.15353546165523646,-0.12062722510507799,-0.03290823655015847,6.538660259424543,6.69219572107978,0.0,0.9021054151236692,1.057894719171666,0.15578930404799696,-0.5519196527599177,25.0,0.0,0.0,0.0,0.0,0.0,6.692247500000001,6.947775,0.0,0.0,0.0,38.86006403360197,54.047844995535236,-47.08896957975871,50.0,34.24685963954119,32.19169852539594,-65.75314036045881,0.0,-0.39043519429876605,-0.39119938225786743,-18.46523729455273
2008-01-29,6.395969999999999,6.75965,6.395969999999999,6.71577,4.136615,2399687,2872626.185708265,2399687,156292.1,-0.1407510531926953,-333179.2968799994,-7.1557212291338175e-09,113139.70144142066,889.3388358751189,0.34963634330570137,7.846095109577096,5.860083890422905,6.8530895,0.0,0.0,6.486678333333333,6.888620333333333,6.084736333333335,0.0,0.0,7.844469999999999,6.026,0.0,0.0,-0.1275111168992007,-0.12202006177742204,-0.005491055121778651,6.5669078378652435,6.694418954764444,0.0,0.9254873392542532,1.0226796382693277,0.09719229901507453,-0.5485287809220943,25.0,-32.90237210170107,0.4960004999999992,0.0,0.0,0.0,6.692247500000001,6.947775,0.0,0.0,0.0,51.95438844244572,52.24410226768005,-44.565758129324365,50.0,51.712725286728556,40.52521390861095,-48.28727471327145,0.0,5.000023452267621,4.879038752433673,-14.388480037529616
2008-01-30,6.665589999999999,6.85998,6.6029,6.7408399999999995,4.152054,1480807,1928905.943916107,1480807,566347.0,-0.11969354412149485,-93949.14053000006,-7.811242894994978e-09,125512.77205701958,892.658741800335,0.3430251759267227,7.674822490666593,5.920993509333406,6.797908,0.0,0.0,6.482915666666666,6.862282666666665,6.103548666666668,0.0,0.0,7.63126,6.026,0.0,0.0,-0.10421711088979446,-0.11842632523072388,0.014209214340929421,6.594492878511837,6.698709989401632,0.0,0.9069532942867562,1.062782032853475,0.15582873856671875,-0.5318260117007508,25.0,-12.242668793277463,-0.01316800000000029,0.0,0.0,0.0,6.692247500000001,6.947775,0.0,0.0,0.0,52.86745572698626,49.79338124997777,-42.35144768809732,50.0,53.081922446750376,46.34716912434004,-46.91807755324963,0.0,0.3733004554950403,0.3726054185251071,-14.068891843553487
2008-01-31,6.7408399999999995,6.74711,6.33326,6.49003,3.9975660000000004,3054771,-632133.13345875,-3054771,13226.1,-0.09704394351697077,-147878.66216000004,-1.1739927070618691e-08,-108132.62139257867,892.658741800335,0.34808409193195683,7.533954095415851,5.947738904584147,6.740846499999999,0.0,0.0,6.442156999999999,6.842842999999998,6.0414710000000005,0.0,0.0,7.44942,6.026,0.0,0.0,-0.10176425992465443,-0.11506914051863316,0.013304880593978732,6.578003756341508,6.679768016266163,0.0,0.8095240618195111,1.1229255301300356,0.3134014683105245,-0.51455136929258,25.0,-38.913689547746124,0.012543500000000485,0.0,0.0,0.0,6.692247500000001,6.947775,0.0,0.0,0.0,43.35618509692643,42.271606722253786,-40.85781014961693,50.0,41.21910510551708,48.67125094633201,-58.78089489448291,0.0,-3.7207529031989983,-3.7917393037312896,-17.266176045035543
2008-02-01,6.634239999999999,6.634239999999999,6.4085,6.58408,4.055496,2347076,563600.4817038319,2347076,740591.7,-0.057016731099849116,-135796.32843999943,-1.1839270545477868e-08,-79647.92636605861,905.5946688555753,0.33934522822253127,7.455600171522194,5.954607828477803,6.705103999999999,0.0,0.0,6.414148666666665,6.790379666666664,6.037917666666667,0.0,0.0,7.44942,6.026,0.0,0.0,-0.092265960896313,-0.11048142349277437,0.018215462596461368,6.578959049730847,6.67122501062716,0.0,0.8116740784454233,1.1277548281942658,0.3160807497488425,-0.4936209821445138,25.0,-30.801242830102368,0.2552160000000008,0.0,0.0,0.0,6.692247500000001,6.947775,0.0,0.0,0.0,47.446997122366035,48.716982109494005,-39.25147228833259,50.0,50.98030631836349,48.42711129021032,-49.01969368163651,0.0,1.4491458437017934,1.4387460767773863,-16.067242273856607
2008-02-04,6.646780000000001,6.678139999999999,6.52765,6.57154,4.047771,913015,923565.2239455415,-913015,984496.0,-0.04333641846407742,-174574.53155999945,-5.434282829893891e-09,32273.631309484743,903.8698785815432,0.32585556906377894,7.433022928383041,5.942070071616957,6.687546499999999,0.0,0.0,6.436931999999999,6.7761669999999965,6.097697000000001,0.0,0.0,7.44942,6.026,0.0,0.0,-0.08466189306649508,-0.1052930158451439,0.020631122778648828,6.577796562827522,6.662458455894017,0.0,0.9279732891215199,1.1020419884594914,0.17406869933797153,-0.47067749398749065,25.0,-18.560908311366525,0.05329350000000055,0.0,0.0,0.0,6.692247500000001,6.947775,0.0,0.0,0.0,46.92561795660472,51.411508793483904,-37.88786341835558,50.0,60.37762816414032,50.85901319600696,-39.62237183585968,0.0,-0.1904594111857727,-0.19064101574759462,-16.227100110013804
2008-02-05,6.54019,6.54646,6.08871,6.10752,3.7619580000000004,2613478,-2779148.6668688026,-2613478,118284.0,-0.0745481813159882,-126956.53712000002,-5.371596175470492e-09,-186278.02061094766,903.8698785815432,0.33706802841636613,7.441969425126668,5.866655574873329,6.654312499999999,0.0,0.0,6.444038666666666,6.760072666666663,6.128004666666667,0.0,0.0,7.44942,6.026,0.0,0.0,-0.11000520701301841,-0.10623902801163675,-0.003766179001381667,6.504318103513278,6.614323310526297,0.0,0.8787519096976263,1.056423667614974,0.1776717579173478,-0.4609990186424145,24.476479122169508,-73.06414635245127,-0.3712124999999986,0.0,0.0,0.0,6.692247500000001,6.947775,4.0,64.0,-60.0,31.940181628534038,51.68803793348629,-37.39783291805917,50.0,25.47184714334072,45.609927208614835,-74.52815285665928,0.0,-7.061054182124737,-7.322740500506342,-22.142349961182838
2008-02-06,6.11379,6.26429,6.01346,6.21411,3.8276120000000002,2696517,-781081.1702212887,2696517,690470.8,-0.05870343796582628,-637477.1198599999,-7.339263941392722e-09,-137478.79375807813,903.8698785815432,0.3309081692437685,7.422521087959221,5.817753912040776,6.6201374999999985,0.0,0.0,6.445710666666666,6.749203666666664,6.142217666666667,0.0,0.0,7.44942,6.026,0.0,0.0,-0.12096014117850284,-0.10919217598710167,-0.011767965191401178,6.459082999513148,6.580043140691651,0.0,0.8231042774539851,1.1215396454677868,0.29843536801380177,-0.45615036447197654,24.377223620427824,-78.82254278213681,-0.318227499999999,0.0,0.0,0.0,6.692247500000001,6.947775,4.0,60.0,-56.0,37.25136554547376,51.58798767441887,-36.63893467839976,50.0,33.490051528942686,39.779842278807905,-66.50994847105731,0.0,1.7452255580006293,1.7301713970789168,-20.783558353846722
2008-02-07,6.17023,6.20785,5.925680000000001,5.97584,3.680849,3240042,-470499.5311784053,-3240042,87969.8,-0.12061664302123676,-82505.94752000015,-7.42436836562644e-09,-77173.86762087914,903.8698785815432,0.3278740142977849,7.349353720190012,5.763002279809984,6.556177999999998,0.0,0.0,6.4268996666666665,6.7222406666666625,6.131558666666668,0.0,0.0,7.44942,5.97584,0.0,1.0,-0.14497121263332513,-0.11636532693111477,-0.028605885702210357,6.383911532744547,6.528882745377872,0.0,0.8354149474542399,1.1521212181469294,0.3167062706926894,-0.4610858728420551,24.33426714787915,-90.92335108270862,-0.5301779999999985,0.0,0.0,0.0,6.692247500000001,6.947775,24.0,100.0,-76.0,31.009718721060914,54.50869752996454,-36.3220279712942,50.0,18.965785879916027,25.975894850733145,-81.03421412008397,0.0,-3.834338304278484,-3.9097839067107287,-23.82098471917159
2008-02-08,5.97584,6.10752,5.83788,5.913130000000001,3.6422220000000003,2281848,-3096339.586673029,-2281848,-493229.3,-0.14670253484387116,124807.07561999964,-3.141786632493626e-09,-148179.7068497967,894.3847384027821,0.32371444184794307,7.202802188524246,5.75592481147575,6.479363499999998,0.0,0.0,6.377571333333334,6.663506333333329,6.091636333333335,0.0,0.0,7.3490899999999995,5.913130000000001,0.0,1.0,-0.16648772483986907,-0.12640923425509568,-0.04007849058477339,6.31080354633502,6.477291271174889,48.60087741661672,0.9240020498034186,1.1080016755654498,0.18399962576203122,-0.4732577077409619,24.173596279943286,-100.68569882791182,-0.22135349999999843,0.0,0.0,0.0,6.692247500000001,6.947775,20.0,100.0,-80.0,29.50825164133686,56.265775975667474,-36.13458774496543,50.0,13.218216979662227,21.891351462840316,-86.78178302033777,0.0,-1.049392219336509,-1.0549371657587292,-24.620401378295774
2008-02-11,5.913130000000001,5.98211,5.80026,5.8692400000000005,3.615187,1991600,-1488909.0293650068,-1991600,-517066.7,-0.11935746951292558,133083.9171999992,-1.298437132886794e-09,-38728.11650631782,887.7461990558544,0.31358126743023285,7.053007268218185,5.757734731781811,6.405370999999998,0.0,0.0,6.330124,6.615431999999996,6.044816000000003,0.0,0.0,6.960319999999999,5.8692400000000005,0.0,1.0,-0.18450335003632556,-0.13804606453400745,-0.04645728550231812,6.242331750630039,6.426835100666365,48.817562082403335,0.995518453008119,1.1016476836599933,0.1061292306518743,-0.4901222317768376,23.945278031664206,-112.18556581595193,0.015669000000002598,0.0,0.0,0.0,6.692247500000001,6.947775,16.0,100.0,-84.0,28.397849900901114,45.59042221271532,-36.03088798226712,37.77424771646518,6.509266598724255,12.897756486100837,-93.49073340127575,0.0,-0.7422464921285399,-0.745014848596659,-25.17990380484595
2008-02-12,5.8692400000000005,6.21411,5.84415,6.18904,3.8121709999999998,2459549,1645532.6734717716,2459549,-511080.5,-0.03597759449365926,49029.48290999994,-6.518759797084793e-10,119232.00511243573,887.7461990558544,0.3176083197566448,7.00427567066096,5.7468963293390365,6.375585999999998,0.0,0.0,6.275987666666667,6.5619236666666625,5.990051666666668,0.0,0.0,6.960319999999999,5.8692400000000005,0.0,0.0,-0.1731989693700262,-0.14508535972657843,-0.02811360964344778,6.234078049384985,6.407277018755011,47.989217922029624,0.946109771528159,1.0314441234750635,0.08533435194690453,-0.4987803323430033,23.841342276931556,-65.5733761226108,0.020384000000000846,0.0,0.0,0.0,6.692247500000001,6.947775,12.0,96.0,-84.0,45.606429000641725,53.45982053953939,-35.024761676952,43.90735168586777,36.68704940927796,18.80484432922148,-63.312950590722046,0.0,5.448746345353062,5.305483224917107,-21.10314654782285
2008-02-13,6.18904,6.47121,6.0824300000000004,6.30817,3.8855489999999997,3081743,2623215.019364283,3081743,-350986.9,-0.02145687459141819,478496.46698999905,1.5801385103703135e-09,193333.64762105932,887.7461990558544,0.3226920112025987,6.956708241520152,5.749941758479844,6.353324999999998,0.0,0.0,6.2312573333333345,6.530363333333329,5.932151333333335,0.0,0.0,6.960319999999999,5.8692400000000005,0.0,0.0,-0.15365037469722864,-0.14680006087847755,-0.0068503138187510915,6.24554141233352,6.399191787030748,46.22142011621834,1.0014903447964898,0.9687525956443008,0.032737749152188966,-0.4970729937386022,23.77218552794155,-16.0449136397724,0.3624450000000019,0.0,0.0,0.0,6.692247500000001,6.947775,8.0,92.0,-84.0,50.69929944475428,53.90521781088201,-33.811086952927084,46.16019144910554,47.92869814668022,30.375004718227476,-52.071301853319774,0.0,1.9248542584956452,1.9065632826536172,-19.584497104329547
2008-02-14,6.45867,6.50884,6.28936,6.3458,3.908727,3050129,-984423.516535887,3050129,259503.1,-0.06621653609137956,92579.32079999961,3.627979818371444e-10,77513.93472927518,893.0418536546481,0.31531972468812736,6.854145066881169,5.791052933118828,6.3225989999999985,0.0,0.0,6.217044000000001,6.496712999999997,5.937375000000001,0.0,0.0,6.7408399999999995,5.8692400000000005,0.0,0.0,-0.13382878163127643,-0.14420374801806488,0.010374966386788448,6.261039713551811,6.394868495183087,44.4407604360714,0.9953588956146502,1.024770660320532,0.029411764705881804,-0.48643951601888213,23.695953963272697,13.419795306159147,0.418241000000001,0.0,0.0,0.0,6.692247500000001,6.947775,4.0,88.0,-84.0,52.32618117375048,53.18240377558627,-32.63925848588012,50.53123223021834,51.47963613029854,45.36512789541891,-48.520363869701455,0.0,0.5965279946482216,0.5947558106297102,-19.10479611751973
