name,time,device,kpi,value
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T18:23:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,203684
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T18:33:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,220666
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T18:43:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,227383
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T18:53:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,219504
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T19:03:29Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,226260
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T19:13:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,214611
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T19:23:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,201765
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T19:33:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,192496
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T19:43:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,220573
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T19:53:32Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,223355
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T20:03:28Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,210637
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T20:13:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,222979
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T20:23:26Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,231421
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T20:33:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,255686
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T20:43:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,228048
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T20:52:56Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,241999
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T21:02:58Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,259382
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T21:12:56Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,242109
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T21:22:57Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,254992
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T21:32:57Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,268854
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T21:42:57Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,253736
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T21:52:56Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,230317
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T22:03:04Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,226502
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T22:13:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,212019
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T22:23:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,185249
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T22:33:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,154439
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T22:43:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,196930
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T22:53:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,190614
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T23:03:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,160664
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T23:13:31Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,124618
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T23:23:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,131621
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T23:33:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,118974
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T23:43:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,124982
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-11T23:53:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,115617
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T00:03:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,95291
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T00:13:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,83922
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T00:23:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,83853
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T00:33:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,79570
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T00:43:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,64278
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T00:53:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,65742
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T01:03:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,59638
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T01:13:29Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,59329
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T01:23:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,54123
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T01:33:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,58788
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T01:43:29Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,51218
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T01:53:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,53543
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T02:03:32Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,42457
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T02:12:56Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,48814
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T02:22:57Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,43413
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T02:32:56Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,38172
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T02:42:57Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,39796
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T02:52:56Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,36943
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T03:02:58Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,32900
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T03:12:56Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,36104
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T03:23:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,33594
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T03:33:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,35757
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T03:43:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,34594
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T03:53:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,35571
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T04:03:32Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,33605
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T04:13:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,30339
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T04:23:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,34408
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T04:33:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,26917
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T04:43:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,34012
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T04:53:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,31870
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T05:03:32Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,34945
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T05:13:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,38086
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T05:23:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,48647
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T05:33:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,42998
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T05:43:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,50026
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T05:53:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,47704
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T06:03:30Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,54517
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T06:13:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,60180
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T06:23:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,61163
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T06:33:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,76494
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T06:43:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,71733
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T06:53:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,81914
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T07:03:31Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,97984
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T07:13:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,89158
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T07:23:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,99775
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T07:32:57Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,114668
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T07:42:57Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,112782
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T07:52:56Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,119412
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T08:02:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,139193
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T08:12:55Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,144670
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T08:22:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,140720
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T08:32:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,156427
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T08:43:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,156314
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T08:53:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,159641
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T09:03:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,165961
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T09:13:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,182162
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T09:23:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,204238
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T09:33:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,177884
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T09:43:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,184690
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T09:53:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,206001
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T10:03:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,178237
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T10:13:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,181152
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T10:23:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,195006
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T10:33:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,208623
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T10:43:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,202031
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T10:53:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,191311
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T11:03:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,197177
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T11:13:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,182690
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T11:23:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,206932
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T11:33:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,191479
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T11:43:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,174081
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T11:53:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,174428
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T12:03:28Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,177832
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T12:13:31Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,157298
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T12:23:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,150107
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T12:33:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,147752
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T12:42:57Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,152642
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T12:52:56Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,165829
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T13:03:01Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,191534
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T13:12:58Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,199070
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T13:22:56Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,186734
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T13:32:57Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,199577
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T13:42:58Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,202227
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T13:52:57Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,204040
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T14:03:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,241016
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T14:13:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,239684
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T14:23:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,229125
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T14:33:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,241869
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T14:43:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,231511
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T14:53:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,227742
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T15:03:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,221376
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T15:13:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,229734
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T15:23:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,229030
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T15:33:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,236849
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T15:43:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,227327
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T15:53:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,212363
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T16:03:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,248208
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T16:13:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,227977
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T16:23:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,230177
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T16:33:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,227191
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T16:43:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,226143
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T16:53:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,225339
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T17:03:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,213160
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T17:13:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,215796
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T17:23:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,211183
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T17:33:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,222717
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T17:43:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,225154
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T17:53:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,197889
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T18:03:24Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,199767
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T18:12:56Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,221913
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T18:22:57Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,213640
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T18:32:57Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,220538
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T18:42:57Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,202891
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T18:52:57Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,232321
hl413vdpn1-301.interfaces_ae1.input.bps,2020-05-12T19:03:00Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.input.bps,221811
